,filename_x,bug_inducing_commit,buggy author,id,directory,project name,file_exp
18,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
19,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
20,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
21,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
22,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
23,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
24,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
25,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
26,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
27,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
28,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
29,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
30,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
31,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
32,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
33,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
34,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
35,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
36,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
37,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
38,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
39,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
40,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
41,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
42,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
43,modules/Lending.py,2856a2153f0dc0b6f3cb5b5a5c097217d58347c5,Evan,34,34/MikaLendingBot,MikaLendingBot,6
44,modules/Lending.py,2856a2153f0dc0b6f3cb5b5a5c097217d58347c5,Evan,34,34/MikaLendingBot,MikaLendingBot,6
45,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
46,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
47,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
48,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
49,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
50,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
51,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
52,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
53,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
54,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
55,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
56,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
57,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
58,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
59,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
60,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
61,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
62,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
63,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
64,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
65,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
66,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
67,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
68,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
69,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
70,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
71,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
72,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
73,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
74,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
75,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
76,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
77,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
78,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
79,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
80,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
81,modules/Lending.py,be0a400e29ac6d5b99f21ead4f50352a6b3f5d2c,Evan,34,34/MikaLendingBot,MikaLendingBot,5
82,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
83,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
84,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
85,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
86,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
87,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
88,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
89,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
90,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
91,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
92,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
93,modules/Lending.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,0
94,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
95,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
96,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
97,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
98,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
99,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
100,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
101,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
102,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
103,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
104,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
105,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
106,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
107,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
108,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
109,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
110,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
111,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
112,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
113,modules/Lending.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,3
114,modules/MarketAnalysis.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,0
115,modules/MarketAnalysis.py,73b68cb717fa93ef9a9280dbd382a1f8876d27f7,Evan,34,34/MikaLendingBot,MikaLendingBot,0
116,modules/Poloniex.py,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,34,34/MikaLendingBot,MikaLendingBot,0
117,modules/Poloniex.py,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,34,34/MikaLendingBot,MikaLendingBot,0
118,modules/Poloniex.py,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,34,34/MikaLendingBot,MikaLendingBot,0
119,modules/Poloniex.py,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,34,34/MikaLendingBot,MikaLendingBot,0
120,modules/Poloniex.py,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,34,34/MikaLendingBot,MikaLendingBot,0
121,modules/Poloniex.py,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,34,34/MikaLendingBot,MikaLendingBot,0
122,modules/Poloniex.py,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,34,34/MikaLendingBot,MikaLendingBot,0
123,modules/Poloniex.py,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,34,34/MikaLendingBot,MikaLendingBot,0
124,modules/Poloniex.py,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,34,34/MikaLendingBot,MikaLendingBot,0
125,modules/Poloniex.py,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,34,34/MikaLendingBot,MikaLendingBot,1
126,modules/Poloniex.py,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,34,34/MikaLendingBot,MikaLendingBot,0
127,modules/Poloniex.py,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,34,34/MikaLendingBot,MikaLendingBot,0
128,modules/Poloniex.py,d6ab2fa3daab6951dbf3c43ee9875a473b786872,Evan,34,34/MikaLendingBot,MikaLendingBot,2
129,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
130,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
131,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
132,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
133,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
134,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
135,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
136,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
137,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
138,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
139,lib/ansible/modules/network/iosxr/iosxr_logging.py,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,38,38/ansible,ansible,1
140,lib/ansible/cli/__init__.py,cdefeb6d84499d86bf6fef8352b06d626c1bf4ae,Brian Coca,42,42/ansible,ansible,0
141,lib/ansible/cli/__init__.py,cdefeb6d84499d86bf6fef8352b06d626c1bf4ae,Brian Coca,42,42/ansible,ansible,0
142,lib/ansible/cli/__init__.py,fe91f7b506b5615c80c32623f4144f182ac83308,Brian Coca,42,42/ansible,ansible,18
143,blaze/compute/dask.py,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,44,44/blaze,blaze,0
144,blaze/compute/dask.py,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,44,44/blaze,blaze,0
145,blaze/compute/dask.py,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,44,44/blaze,blaze,0
146,blaze/compute/dask.py,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,44,44/blaze,blaze,0
147,manticore/core/executor.py,97307906c5e4d4a89d9631628e6d58f1a19b7e82,Mark Mossberg,47,47/manticore,manticore,19
148,manticore/core/executor.py,97307906c5e4d4a89d9631628e6d58f1a19b7e82,Mark Mossberg,47,47/manticore,manticore,19
149,lib/ansible/cli/__init__.py,ea3914f4383a5460ea54b29bd4626f3f37f8f401,Adrian Likins,50,50/ansible,ansible,6
150,lib/ansible/plugins/vars/host_group_vars.py,8f97aef1a365cbbbb822d6d09f96af17a076b295,Brian Coca,50,50/ansible,ansible,0
151,lib/ansible/plugins/vars/host_group_vars.py,8f97aef1a365cbbbb822d6d09f96af17a076b295,Brian Coca,50,50/ansible,ansible,0
152,lib/ansible/utils/color.py,a4ae0c85f184ffe1aeef7821930622884f93c13d,Yuri Khan,50,50/ansible,ansible,0
153,lib/ansible/utils/path.py,8f97aef1a365cbbbb822d6d09f96af17a076b295,Brian Coca,50,50/ansible,ansible,8
154,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
155,invenio/b2share/modules/b2deposit/restful.py,30808ad284e20d03a6eb33ec7e3d1de085fe6ff6,Emanuel Dima,56,56/b2share,b2share,0
156,invenio/b2share/modules/b2deposit/restful.py,30808ad284e20d03a6eb33ec7e3d1de085fe6ff6,Emanuel Dima,56,56/b2share,b2share,0
157,invenio/b2share/modules/b2deposit/restful.py,5471934be0c8ffbf373efc6a140cf082790043ba,Sarah Berenji,56,56/b2share,b2share,6
158,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
159,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
160,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
161,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
162,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
163,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
164,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
165,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
166,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
167,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
168,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
169,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
170,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
171,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
172,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
173,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
174,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
175,invenio/b2share/modules/b2deposit/restful.py,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,56,56/b2share,b2share,12
176,invenio/b2share/modules/b2deposit/restful.py,1135542018d110406e0f0f27ab4092f7340d7a23,Sarah Berenji,56,56/b2share,b2share,5
177,invenio/b2share/modules/b2deposit/restful.py,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,56,56/b2share,b2share,13
178,invenio/b2share/modules/b2deposit/restful.py,e2336fe1dae89f3fe4612d8ba40525d35ab75a76,Emanuel Dima,56,56/b2share,b2share,2
179,invenio/b2share/modules/b2deposit/restful.py,e2336fe1dae89f3fe4612d8ba40525d35ab75a76,Emanuel Dima,56,56/b2share,b2share,2
180,invenio/b2share/modules/b2deposit/restful.py,1ddd2ab0d317805b1acdc1eb1718de46fcd3367f,Emanuel Dima,56,56/b2share,b2share,3
181,invenio/b2share/testsuite/helpers.py,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,56,56/b2share,b2share,0
182,invenio/b2share/testsuite/helpers.py,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,56,56/b2share,b2share,0
183,invenio/b2share/testsuite/helpers.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
184,invenio/b2share/testsuite/helpers.py,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,56,56/b2share,b2share,0
185,invenio/b2share/testsuite/helpers.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
186,invenio/b2share/testsuite/helpers.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
187,invenio/b2share/testsuite/helpers.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
188,invenio/b2share/testsuite/helpers.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
189,invenio/b2share/testsuite/test_checksums.py,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,56,56/b2share,b2share,1
190,invenio/b2share/testsuite/test_checksums.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
191,invenio/b2share/testsuite/test_checksums.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
192,invenio/b2share/testsuite/test_checksums.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
193,invenio/b2share/testsuite/test_checksums.py,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,56,56/b2share,b2share,0
194,invenio/b2share/testsuite/test_checksums.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
195,invenio/b2share/testsuite/test_checksums.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
196,invenio/b2share/testsuite/test_checksums.py,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,56,56/b2share,b2share,0
